start_time,end_time,duration,duration_mins,rental_place,return_place,start_lat,start_long,end_lat,end_long,trip_duration_minutes,year,month,hour,weekday,is_peak_hour,is_weekend
2018-01-08 00:10:00+00:00,2018-01-08 00:16:00+00:00,323,5.38,"ALEXANDER COURT RESIDENCES, UNIVERSITY OF STIRLING","WILLOW COURT RESIDENCES, UNIVERSITY OF STIRLING",56.14893,-3.9066,56.14917,-3.92151,6,2018,1,0,Monday,0,0
2018-01-08 00:48:00+00:00,2018-01-08 01:14:00+00:00,1552,25.87,TRAIN STATION,BRIDGE OF ALLAN,56.11945,-3.93537,56.15297,-3.94723,26,2018,1,0,Monday,0,0
2018-01-08 07:45:00+00:00,2018-01-08 07:58:00+00:00,789,13.15,CAUSEWAYHEAD ROUNDABOUT,BRIDGE OF ALLAN TRAIN STATION,56.13829,-3.92392,56.15685,-3.95705,13,2018,1,7,Monday,1,0
2018-01-08 08:25:00+00:00,2018-01-08 08:53:00+00:00,1727,28.78,BORESTONE ROUNDABOUT,"COTTRELL BUILDING (LOGIE ENTRANCE), UNIVERSITY OF STIRLING",56.10034,-3.93702,56.14397,-3.92084,28,2018,1,8,Monday,1,0
2018-01-08 08:25:00+00:00,2018-01-08 08:26:00+00:00,36,0.6,RAPLOCH COMMUNITY CAMPUS,RAPLOCH COMMUNITY CAMPUS,56.1298,-3.94921,56.1298,-3.94921,1,2018,1,8,Monday,1,0
2018-01-08 08:26:00+00:00,2018-01-08 08:45:00+00:00,1121,18.68,RAPLOCH COMMUNITY CAMPUS,"COTTRELL BUILDING (LOGIE ENTRANCE), UNIVERSITY OF STIRLING",56.1298,-3.94921,56.14397,-3.92084,19,2018,1,8,Monday,1,0
2018-01-08 08:31:00+00:00,2018-01-08 08:32:00+00:00,70,1.17,BRIDGE OF ALLAN TRAIN STATION,BRIDGE OF ALLAN TRAIN STATION,56.15685,-3.95705,56.15685,-3.95705,1,2018,1,8,Monday,1,0
2018-01-08 08:33:00+00:00,2018-01-08 08:35:00+00:00,131,2.18,BRIDGE OF ALLAN TRAIN STATION,BRIDGE OF ALLAN TRAIN STATION,56.15685,-3.95705,56.15685,-3.95705,2,2018,1,8,Monday,1,0
2018-01-08 08:35:00+00:00,2018-01-08 08:46:00+00:00,645,10.75,TRAIN STATION,FORTH VALLEY COLLEGE,56.11945,-3.93537,56.133,-3.96113,11,2018,1,8,Monday,1,0
2018-01-08 08:35:00+00:00,2018-01-08 08:37:00+00:00,70,1.17,BRIDGE OF ALLAN TRAIN STATION,BRIDGE OF ALLAN TRAIN STATION,56.15685,-3.95705,56.15685,-3.95705,2,2018,1,8,Monday,1,0
2018-01-08 08:50:00+00:00,2018-01-08 08:56:00+00:00,309,5.15,CASTLEVIEW PARK & RIDE,CASTLE BUSINESS PARK / LOMOND COURT,56.13104,-3.96703,56.1282,-3.96029,6,2018,1,8,Monday,1,0
2018-01-08 08:56:00+00:00,2018-01-08 09:33:00+00:00,2228,37.13,PORT STREET,"COTTRELL BUILDING (LOGIE ENTRANCE), UNIVERSITY OF STIRLING",56.11538,-3.93741,56.14397,-3.92084,37,2018,1,8,Monday,1,0
2018-01-08 09:06:00+00:00,2018-01-08 09:16:00+00:00,586,9.77,TRAIN STATION,CAUSEWAYHEAD ROUNDABOUT,56.11945,-3.93537,56.13829,-3.92392,10,2018,1,9,Monday,1,0
2018-01-08 09:51:00+00:00,2018-01-08 09:55:00+00:00,263,4.38,"ALEXANDER COURT RESIDENCES, UNIVERSITY OF STIRLING","WILLOW COURT RESIDENCES, UNIVERSITY OF STIRLING",56.14893,-3.9066,56.14917,-3.92151,4,2018,1,9,Monday,1,0
2018-01-08 10:28:00+00:00,2018-01-08 10:38:00+00:00,592,9.87,RAPLOCH COMMUNITY CAMPUS,TRAIN STATION,56.1298,-3.94921,56.11945,-3.93537,10,2018,1,10,Monday,0,0
2018-01-08 11:21:00+00:00,2018-01-08 11:46:00+00:00,1478,24.63,BORESTONE ROUNDABOUT,PORT STREET,56.10034,-3.93702,56.11538,-3.93741,25,2018,1,11,Monday,0,0
2018-01-08 12:55:00+00:00,2018-01-08 13:31:00+00:00,2171,36.18,"WILLOW COURT RESIDENCES, UNIVERSITY OF STIRLING","WILLOW COURT RESIDENCES, UNIVERSITY OF STIRLING",56.14917,-3.92151,56.14917,-3.92151,36,2018,1,12,Monday,0,0
2018-01-08 13:03:00+00:00,2018-01-08 13:14:00+00:00,654,10.9,THE BACK WALK,RAPLOCH COMMUNITY CAMPUS,56.11781,-3.93948,56.1298,-3.94921,11,2018,1,13,Monday,0,0
2018-01-08 13:11:00+00:00,2018-01-08 13:23:00+00:00,720,12,BRIDGE OF ALLAN TRAIN STATION,CAUSEWAYHEAD ROUNDABOUT,56.15685,-3.95705,56.13829,-3.92392,12,2018,1,13,Monday,0,0
2018-01-08 14:41:00+00:00,2018-01-08 15:02:00+00:00,1260,21,CASTLE BUSINESS PARK / LOMOND COURT,COMMUNITY HOSPITAL,56.1282,-3.96029,56.10701,-3.93676,21,2018,1,14,Monday,0,0
2018-01-08 16:08:00+00:00,2018-01-08 16:38:00+00:00,1790,29.83,CASTLE BUSINESS PARK / LOMOND COURT,BRIDGE OF ALLAN TRAIN STATION,56.1282,-3.96029,56.15685,-3.95705,30,2018,1,16,Monday,1,0
2018-01-08 16:31:00+00:00,2018-01-08 16:32:00+00:00,41,0.68,"COTTRELL BUILDING (LOGIE ENTRANCE), UNIVERSITY OF STIRLING","COTTRELL BUILDING (LOGIE ENTRANCE), UNIVERSITY OF STIRLING",56.14397,-3.92084,56.14397,-3.92084,1,2018,1,16,Monday,1,0
2018-01-08 16:32:00+00:00,2018-01-08 16:52:00+00:00,1190,19.83,"COTTRELL BUILDING (LOGIE ENTRANCE), UNIVERSITY OF STIRLING",THE PEAK,56.14397,-3.92084,56.1182,-3.91407,20,2018,1,16,Monday,1,0
2018-01-08 16:49:00+00:00,2018-01-08 16:54:00+00:00,273,4.55,CASTLE BUSINESS PARK / LOMOND COURT,RAPLOCH COMMUNITY CAMPUS,56.1282,-3.96029,56.1298,-3.94921,5,2018,1,16,Monday,1,0
2018-01-08 16:50:00+00:00,2018-01-08 17:04:00+00:00,883,14.72,RAPLOCH COMMUNITY CAMPUS,TRAIN STATION,56.1298,-3.94921,56.11945,-3.93537,14,2018,1,16,Monday,1,0
2018-01-08 16:55:00+00:00,2018-01-08 17:06:00+00:00,628,10.47,RAPLOCH COMMUNITY CAMPUS,TRAIN STATION,56.1298,-3.94921,56.11945,-3.93537,11,2018,1,16,Monday,1,0
2018-01-08 16:57:00+00:00,2018-01-08 17:18:00+00:00,1208,20.13,"COTTRELL BUILDING (LOGIE ENTRANCE), UNIVERSITY OF STIRLING",RAPLOCH COMMUNITY CAMPUS,56.14397,-3.92084,56.1298,-3.94921,21,2018,1,16,Monday,1,0
2018-01-08 17:05:00+00:00,2018-01-08 17:25:00+00:00,1199,19.98,"COTTRELL BUILDING (LOGIE ENTRANCE), UNIVERSITY OF STIRLING",BORESTONE ROUNDABOUT,56.14397,-3.92084,56.10034,-3.93702,20,2018,1,17,Monday,1,0
2018-01-08 17:06:00+00:00,2018-01-08 17:10:00+00:00,218,3.63,CASTLE BUSINESS PARK / LOMOND COURT,RAPLOCH COMMUNITY CAMPUS,56.1282,-3.96029,56.1298,-3.94921,4,2018,1,17,Monday,1,0
2018-01-08 17:24:00+00:00,2018-01-08 17:29:00+00:00,287,4.78,CASTLE BUSINESS PARK / LOMOND COURT,CASTLEVIEW PARK & RIDE,56.1282,-3.96029,56.13104,-3.96703,5,2018,1,17,Monday,1,0
2018-01-08 17:24:00+00:00,2018-01-08 17:47:00+00:00,1398,23.3,RAPLOCH COMMUNITY CAMPUS,RAPLOCH COMMUNITY CAMPUS,56.1298,-3.94921,56.1298,-3.94921,23,2018,1,17,Monday,1,0
2018-01-08 17:52:00+00:00,2018-01-08 18:13:00+00:00,1302,21.7,TRAIN STATION,TRAIN STATION,56.11945,-3.93537,56.11945,-3.93537,21,2018,1,17,Monday,1,0
2018-01-08 18:03:00+00:00,2018-01-08 18:33:00+00:00,1784,29.73,"COTTRELL BUILDING (LOGIE ENTRANCE), UNIVERSITY OF STIRLING",THE PEAK,56.14397,-3.92084,56.1182,-3.91407,30,2018,1,18,Monday,1,0
2018-01-08 19:56:00+00:00,2018-01-08 20:14:00+00:00,1066,17.77,TRAIN STATION,BORESTONE ROUNDABOUT,56.11945,-3.93537,56.10034,-3.93702,18,2018,1,19,Monday,0,0
2018-01-08 20:38:00+00:00,2018-01-08 21:00:00+00:00,1285,21.42,"COTTRELL BUILDING (LOGIE ENTRANCE), UNIVERSITY OF STIRLING",COMMUNITY HOSPITAL,56.14397,-3.92084,56.10701,-3.93676,22,2018,1,20,Monday,0,0
2018-01-09 07:47:00+00:00,2018-01-09 07:48:00+00:00,62,1.03,CAUSEWAYHEAD ROUNDABOUT,CAUSEWAYHEAD ROUNDABOUT,56.13829,-3.92392,56.13829,-3.92392,1,2018,1,7,Tuesday,1,0
2018-01-09 07:49:00+00:00,2018-01-09 07:59:00+00:00,605,10.08,CAUSEWAYHEAD ROUNDABOUT,BRIDGE OF ALLAN TRAIN STATION,56.13829,-3.92392,56.15685,-3.95705,10,2018,1,7,Tuesday,1,0
2018-01-09 08:05:00+00:00,2018-01-09 08:24:00+00:00,1109,18.48,RAPLOCH COMMUNITY CAMPUS,"COTTRELL BUILDING (LOGIE ENTRANCE), UNIVERSITY OF STIRLING",56.1298,-3.94921,56.14397,-3.92084,19,2018,1,8,Tuesday,1,0
2018-01-09 08:08:00+00:00,2018-01-09 08:30:00+00:00,1365,22.75,BORESTONE ROUNDABOUT,"COTTRELL BUILDING (LOGIE ENTRANCE), UNIVERSITY OF STIRLING",56.10034,-3.93702,56.14397,-3.92084,22,2018,1,8,Tuesday,1,0
2018-01-09 08:15:00+00:00,2018-01-09 08:38:00+00:00,1402,23.37,COMMUNITY HOSPITAL,"COTTRELL BUILDING (LOGIE ENTRANCE), UNIVERSITY OF STIRLING",56.10701,-3.93676,56.14397,-3.92084,23,2018,1,8,Tuesday,1,0
2018-01-09 08:29:00+00:00,2018-01-09 08:39:00+00:00,570,9.5,TRAIN STATION,CASTLE BUSINESS PARK / LOMOND COURT,56.11945,-3.93537,56.1282,-3.96029,10,2018,1,8,Tuesday,1,0
2018-01-09 08:32:00+00:00,2018-01-09 08:51:00+00:00,1159,19.32,TRAIN STATION,CASTLE BUSINESS PARK / LOMOND COURT,56.11945,-3.93537,56.1282,-3.96029,19,2018,1,8,Tuesday,1,0
2018-01-09 08:35:00+00:00,2018-01-09 08:43:00+00:00,466,7.77,TRAIN STATION,THE PEAK,56.11945,-3.93537,56.1182,-3.91407,8,2018,1,8,Tuesday,1,0
2018-01-09 08:35:00+00:00,2018-01-09 08:45:00+00:00,622,10.37,RAPLOCH COMMUNITY CAMPUS,CAUSEWAYHEAD ROUNDABOUT,56.1298,-3.94921,56.13829,-3.92392,10,2018,1,8,Tuesday,1,0
2018-01-09 09:03:00+00:00,2018-01-09 09:13:00+00:00,623,10.38,BRIDGE OF ALLAN TRAIN STATION,"COTTRELL BUILDING (LOGIE ENTRANCE), UNIVERSITY OF STIRLING",56.15685,-3.95705,56.14397,-3.92084,10,2018,1,9,Tuesday,1,0
2018-01-09 09:06:00+00:00,2018-01-09 09:22:00+00:00,962,16.03,COMMUNITY HOSPITAL,CASTLE BUSINESS PARK / LOMOND COURT,56.10701,-3.93676,56.1282,-3.96029,16,2018,1,9,Tuesday,1,0
2018-01-09 09:10:00+00:00,2018-01-09 09:32:00+00:00,1279,21.32,BANNOCKBURN TOWN CENTRE,RAPLOCH COMMUNITY CAMPUS,56.09013,-3.91239,56.1298,-3.94921,22,2018,1,9,Tuesday,1,0
2018-01-09 09:21:00+00:00,2018-01-09 09:30:00+00:00,543,9.05,BRIDGE OF ALLAN,"COTTRELL BUILDING (LOGIE ENTRANCE), UNIVERSITY OF STIRLING",56.15297,-3.94723,56.14397,-3.92084,9,2018,1,9,Tuesday,1,0
2018-01-09 09:24:00+00:00,2018-01-09 09:32:00+00:00,447,7.45,BRIDGE OF ALLAN,"COTTRELL BUILDING (LOGIE ENTRANCE), UNIVERSITY OF STIRLING",56.15297,-3.94723,56.14397,-3.92084,8,2018,1,9,Tuesday,1,0
2018-01-09 09:40:00+00:00,2018-01-09 09:48:00+00:00,493,8.22,THE PEAK,TRAIN STATION,56.1182,-3.91407,56.11945,-3.93537,8,2018,1,9,Tuesday,1,0
2018-01-09 10:04:00+00:00,2018-01-09 10:20:00+00:00,926,15.43,TRAIN STATION,CASTLE BUSINESS PARK / LOMOND COURT,56.11945,-3.93537,56.1282,-3.96029,16,2018,1,10,Tuesday,0,0
2018-01-09 11:52:00+00:00,2018-01-09 12:04:00+00:00,727,12.12,BORESTONE ROUNDABOUT,TRAIN STATION,56.10034,-3.93702,56.11945,-3.93537,12,2018,1,11,Tuesday,0,0
2018-01-09 12:01:00+00:00,2018-01-09 12:13:00+00:00,760,12.67,"COTTRELL BUILDING (LOGIE ENTRANCE), UNIVERSITY OF STIRLING",RAPLOCH COMMUNITY CAMPUS,56.14397,-3.92084,56.1298,-3.94921,12,2018,1,12,Tuesday,0,0
2018-01-09 12:35:00+00:00,2018-01-09 12:44:00+00:00,529,8.82,CASTLE BUSINESS PARK / LOMOND COURT,TRAIN STATION,56.1282,-3.96029,56.11945,-3.93537,9,2018,1,12,Tuesday,0,0
2018-01-09 12:40:00+00:00,2018-01-09 13:12:00+00:00,1917,31.95,BANNOCKBURN HIGH SCHOOL,TRAIN STATION,56.0959,-3.92244,56.11945,-3.93537,32,2018,1,12,Tuesday,0,0
2018-01-09 13:09:00+00:00,2018-01-09 13:26:00+00:00,1016,16.93,CASTLE BUSINESS PARK / LOMOND COURT,TRAIN STATION,56.1282,-3.96029,56.11945,-3.93537,17,2018,1,13,Tuesday,0,0
2018-01-09 13:12:00+00:00,2018-01-09 13:15:00+00:00,196,3.27,CASTLE BUSINESS PARK / LOMOND COURT,RAPLOCH COMMUNITY CAMPUS,56.1282,-3.96029,56.1298,-3.94921,3,2018,1,13,Tuesday,0,0
2018-01-09 13:58:00+00:00,2018-01-09 14:02:00+00:00,201,3.35,RAPLOCH COMMUNITY CAMPUS,CASTLE BUSINESS PARK / LOMOND COURT,56.1298,-3.94921,56.1282,-3.96029,4,2018,1,13,Tuesday,0,0
2018-01-09 13:59:00+00:00,2018-01-09 14:09:00+00:00,594,9.9,TRAIN STATION,FORTH VALLEY COLLEGE,56.11945,-3.93537,56.133,-3.96113,10,2018,1,13,Tuesday,0,0
2018-01-09 14:13:00+00:00,2018-01-09 14:40:00+00:00,1628,27.13,TRAIN STATION,BANNOCKBURN HIGH SCHOOL,56.11945,-3.93537,56.0959,-3.92244,27,2018,1,14,Tuesday,0,0
2018-01-09 14:24:00+00:00,2018-01-09 14:35:00+00:00,649,10.82,FORTH VALLEY COLLEGE,TRAIN STATION,56.133,-3.96113,56.11945,-3.93537,11,2018,1,14,Tuesday,0,0
2018-01-09 14:28:00+00:00,2018-01-09 14:58:00+00:00,1824,30.4,BORESTONE ROUNDABOUT,"COTTRELL BUILDING (LOGIE ENTRANCE), UNIVERSITY OF STIRLING",56.10034,-3.93702,56.14397,-3.92084,30,2018,1,14,Tuesday,0,0
2018-01-09 14:37:00+00:00,2018-01-09 14:55:00+00:00,1112,18.53,TRAIN STATION,"COTTRELL BUILDING (LOGIE ENTRANCE), UNIVERSITY OF STIRLING",56.11945,-3.93537,56.14397,-3.92084,18,2018,1,14,Tuesday,0,0
2018-01-09 14:40:00+00:00,2018-01-09 15:01:00+00:00,1257,20.95,CASTLE BUSINESS PARK / LOMOND COURT,COMMUNITY HOSPITAL,56.1282,-3.96029,56.10701,-3.93676,21,2018,1,14,Tuesday,0,0
2018-01-09 16:08:00+00:00,2018-01-09 16:27:00+00:00,1139,18.98,"COTTRELL BUILDING (LOGIE ENTRANCE), UNIVERSITY OF STIRLING",TRAIN STATION,56.14397,-3.92084,56.11945,-3.93537,19,2018,1,16,Tuesday,1,0
2018-01-09 16:10:00+00:00,2018-01-09 16:31:00+00:00,1259,20.98,CASTLE BUSINESS PARK / LOMOND COURT,BRIDGE OF ALLAN,56.1282,-3.96029,56.15297,-3.94723,21,2018,1,16,Tuesday,1,0
2018-01-09 16:40:00+00:00,2018-01-09 16:49:00+00:00,562,9.37,"COTTRELL BUILDING (LOGIE ENTRANCE), UNIVERSITY OF STIRLING",BRIDGE OF ALLAN TRAIN STATION,56.14397,-3.92084,56.15685,-3.95705,9,2018,1,16,Tuesday,1,0
2018-01-09 16:47:00+00:00,2018-01-09 17:02:00+00:00,887,14.78,CASTLE BUSINESS PARK / LOMOND COURT,TRAIN STATION,56.1282,-3.96029,56.11945,-3.93537,15,2018,1,16,Tuesday,1,0
2018-01-09 17:10:00+00:00,2018-01-09 17:17:00+00:00,429,7.15,THE PEAK,TRAIN STATION,56.1182,-3.91407,56.11945,-3.93537,7,2018,1,17,Tuesday,1,0
2018-01-09 17:13:00+00:00,2018-01-09 17:23:00+00:00,613,10.22,"COTTRELL BUILDING (LOGIE ENTRANCE), UNIVERSITY OF STIRLING",BRIDGE OF ALLAN TRAIN STATION,56.14397,-3.92084,56.15685,-3.95705,10,2018,1,17,Tuesday,1,0
2018-01-09 17:55:00+00:00,2018-01-09 18:03:00+00:00,489,8.15,TRAIN STATION,THE PEAK,56.11945,-3.93537,56.1182,-3.91407,8,2018,1,17,Tuesday,1,0
2018-01-09 18:03:00+00:00,2018-01-09 18:16:00+00:00,816,13.6,BRIDGE OF ALLAN TRAIN STATION,CAUSEWAYHEAD ROUNDABOUT,56.15685,-3.95705,56.13829,-3.92392,13,2018,1,18,Tuesday,1,0
2018-01-09 18:11:00+00:00,2018-01-09 18:23:00+00:00,715,11.92,TRAIN STATION,FORTH VALLEY COLLEGE,56.11945,-3.93537,56.133,-3.96113,12,2018,1,18,Tuesday,1,0
2018-01-09 18:39:00+00:00,2018-01-09 18:55:00+00:00,992,16.53,"COTTRELL BUILDING (LOGIE ENTRANCE), UNIVERSITY OF STIRLING",RAPLOCH COMMUNITY CAMPUS,56.14397,-3.92084,56.1298,-3.94921,16,2018,1,18,Tuesday,1,0
2018-01-09 19:05:00+00:00,2018-01-09 19:12:00+00:00,403,6.72,"COTTRELL BUILDING (LOGIE ENTRANCE), UNIVERSITY OF STIRLING",BRIDGE OF ALLAN,56.14397,-3.92084,56.15297,-3.94723,7,2018,1,19,Tuesday,0,0
2018-01-09 19:19:00+00:00,2018-01-09 19:32:00+00:00,760,12.67,BRIDGE OF ALLAN,"COTTRELL BUILDING (LOGIE ENTRANCE), UNIVERSITY OF STIRLING",56.15297,-3.94723,56.14397,-3.92084,13,2018,1,19,Tuesday,0,0
2018-01-09 19:29:00+00:00,2018-01-09 19:48:00+00:00,1101,18.35,TRAIN STATION,BORESTONE ROUNDABOUT,56.11945,-3.93537,56.10034,-3.93702,19,2018,1,19,Tuesday,0,0
2018-01-09 19:41:00+00:00,2018-01-09 20:16:00+00:00,2120,35.33,"COTTRELL BUILDING (LOGIE ENTRANCE), UNIVERSITY OF STIRLING",CAUSEWAYHEAD ROUNDABOUT,56.14397,-3.92084,56.13829,-3.92392,35,2018,1,19,Tuesday,0,0
2018-01-09 20:24:00+00:00,2018-01-09 20:46:00+00:00,1309,21.82,"COTTRELL BUILDING (LOGIE ENTRANCE), UNIVERSITY OF STIRLING",COMMUNITY HOSPITAL,56.14397,-3.92084,56.10701,-3.93676,22,2018,1,20,Tuesday,0,0
2018-01-09 22:32:00+00:00,2018-01-09 22:39:00+00:00,394,6.57,CAUSEWAYHEAD ROUNDABOUT,OLD STIRLING BRIDGE,56.13829,-3.92392,56.12954,-3.93506,7,2018,1,22,Tuesday,0,0
2018-01-10 00:11:00+00:00,2018-01-10 00:21:00+00:00,609,10.15,OLD STIRLING BRIDGE,BRIDGE OF ALLAN,56.12954,-3.93506,56.15297,-3.94723,10,2018,1,0,Wednesday,0,0
2018-01-10 07:46:00+00:00,2018-01-10 07:57:00+00:00,674,11.23,CAUSEWAYHEAD ROUNDABOUT,BRIDGE OF ALLAN TRAIN STATION,56.13829,-3.92392,56.15685,-3.95705,11,2018,1,7,Wednesday,1,0
2018-01-10 08:05:00+00:00,2018-01-10 08:24:00+00:00,1136,18.93,RAPLOCH COMMUNITY CAMPUS,"COTTRELL BUILDING (LOGIE ENTRANCE), UNIVERSITY OF STIRLING",56.1298,-3.94921,56.14397,-3.92084,19,2018,1,8,Wednesday,1,0
2018-01-10 08:22:00+00:00,2018-01-10 08:45:00+00:00,1361,22.68,COMMUNITY HOSPITAL,"COTTRELL BUILDING (LOGIE ENTRANCE), UNIVERSITY OF STIRLING",56.10701,-3.93676,56.14397,-3.92084,23,2018,1,8,Wednesday,1,0
2018-01-10 08:27:00+00:00,2018-01-10 08:39:00+00:00,729,12.15,TRAIN STATION,CASTLE BUSINESS PARK / LOMOND COURT,56.11945,-3.93537,56.1282,-3.96029,12,2018,1,8,Wednesday,1,0
2018-01-10 08:29:00+00:00,2018-01-10 08:48:00+00:00,1159,19.32,TRAIN STATION,CASTLE BUSINESS PARK / LOMOND COURT,56.11945,-3.93537,56.1282,-3.96029,19,2018,1,8,Wednesday,1,0
2018-01-10 08:35:00+00:00,2018-01-10 08:46:00+00:00,676,11.27,TRAIN STATION,FORTH VALLEY COLLEGE,56.11945,-3.93537,56.133,-3.96113,11,2018,1,8,Wednesday,1,0
2018-01-10 08:38:00+00:00,2018-01-10 08:47:00+00:00,505,8.42,RAPLOCH COMMUNITY CAMPUS,CAUSEWAYHEAD ROUNDABOUT,56.1298,-3.94921,56.13829,-3.92392,9,2018,1,8,Wednesday,1,0
2018-01-10 08:50:00+00:00,2018-01-10 08:51:00+00:00,30,0.5,CASTLEVIEW PARK & RIDE,CASTLEVIEW PARK & RIDE,56.13104,-3.96703,56.13104,-3.96703,1,2018,1,8,Wednesday,1,0
2018-01-10 08:54:00+00:00,2018-01-10 09:04:00+00:00,606,10.1,OLD STIRLING BRIDGE,TEITH HOUSE,56.12954,-3.93506,56.11289,-3.92586,10,2018,1,8,Wednesday,1,0
2018-01-10 09:06:00+00:00,2018-01-10 09:23:00+00:00,986,16.43,COMMUNITY HOSPITAL,CASTLE BUSINESS PARK / LOMOND COURT,56.10701,-3.93676,56.1282,-3.96029,17,2018,1,9,Wednesday,1,0
2018-01-10 09:40:00+00:00,2018-01-10 09:49:00+00:00,523,8.72,BRIDGE OF ALLAN,"COTTRELL BUILDING (LOGIE ENTRANCE), UNIVERSITY OF STIRLING",56.15297,-3.94723,56.14397,-3.92084,9,2018,1,9,Wednesday,1,0
2018-01-10 10:03:00+00:00,2018-01-10 10:29:00+00:00,1590,26.5,BANNOCKBURN HIGH SCHOOL,TRAIN STATION,56.0959,-3.92244,56.11945,-3.93537,26,2018,1,10,Wednesday,0,0
2018-01-10 10:35:00+00:00,2018-01-10 10:41:00+00:00,408,6.8,RAPLOCH COMMUNITY CAMPUS,TRAIN STATION,56.1298,-3.94921,56.11945,-3.93537,6,2018,1,10,Wednesday,0,0
2018-01-10 10:41:00+00:00,2018-01-10 10:46:00+00:00,275,4.58,"ALEXANDER COURT RESIDENCES, UNIVERSITY OF STIRLING","WILLOW COURT RESIDENCES, UNIVERSITY OF STIRLING",56.14893,-3.9066,56.14917,-3.92151,5,2018,1,10,Wednesday,0,0
2018-01-10 11:05:00+00:00,2018-01-10 11:35:00+00:00,1798,29.97,"WILLOW COURT RESIDENCES, UNIVERSITY OF STIRLING",TRAIN STATION,56.14917,-3.92151,56.11945,-3.93537,30,2018,1,11,Wednesday,0,0
2018-01-10 11:17:00+00:00,2018-01-10 11:25:00+00:00,460,7.67,RAPLOCH COMMUNITY CAMPUS,OLD STIRLING BRIDGE,56.1298,-3.94921,56.12954,-3.93506,8,2018,1,11,Wednesday,0,0
2018-01-10 11:18:00+00:00,2018-01-10 11:25:00+00:00,426,7.1,RAPLOCH COMMUNITY CAMPUS,OLD STIRLING BRIDGE,56.1298,-3.94921,56.12954,-3.93506,7,2018,1,11,Wednesday,0,0
